Rep0

Winner id	Valuation	Bid	Surplus
14	97.31404605349043	90.0	7.314046053490429

32	95.10437357641098	90.0	5.104373576410978

37	90.43498773179749	90.0	0.4349877317974915

26	97.1678182426017	90.0	7.167818242601697

41	96.85940190383843	90.0	6.859401903838432

44	98.01843843997922	85.0	13.01843843997922

22	94.39557034724439	85.0	9.395570347244387

9	97.44292392240698	85.0	12.442923922406976

4	97.66260037678617	85.0	12.662600376786173


Rep5

Winner id	Valuation	Bid	Surplus

9	97.44292392240698	90.0	7.442923922406976

23	94.57443335132416	90.0	4.57443335132416

37	90.43498773179749	90.0	0.4349877317974915

32	95.10437357641098	90.0	5.104373576410978

41	96.85940190383843	90.0	6.859401903838432

44	98.01843843997922	85.0	13.01843843997922

26	97.1678182426017	85.0	12.167818242601697

4	97.66260037678617	85.0	12.662600376786173

22	94.39557034724439	85.0	9.395570347244387

14	97.31404605349043	85.0	12.31404605349043


Rep6

Winner id	Valuation	Bid	Surplus

14	97.31404605349043	90.0	7.314046053490429

9	97.44292392240698	90.0	7.442923922406976

4	97.66260037678617	90.0	7.662600376786173

22	94.39557034724439	90.0	4.395570347244387

41	96.85940190383843	90.0	6.859401903838432

30	89.64530701261923	85.0	4.645307012619227

32	95.10437357641098	85.0	10.104373576410978

37	90.43498773179749	85.0	5.4349877317974915

23	94.57443335132416	85.0	9.57443335132416

26	97.1678182426017	85.0	12.167818242601697


Rep7

Winner id	Valuation	Bid	Surplus

4	97.66260037678617	90.0	7.662600376786173

14	97.31404605349043	90.0	7.314046053490429

37	90.43498773179749	90.0	0.4349877317974915

32	95.10437357641098	90.0	5.104373576410978

22	94.39557034724439	90.0	4.395570347244387

23	94.57443335132416	85.0	9.57443335132416

9	97.44292392240698	85.0	12.442923922406976

30	89.64530701261923	85.0	4.645307012619227

41	96.85940190383843	85.0	11.859401903838432

26	97.1678182426017	85.0	12.167818242601697


Rep8

Winner id	Valuation	Bid	Surplus

4	97.66260037678617	90.0	7.662600376786173

37	90.43498773179749	90.0	0.4349877317974915

14	97.31404605349043	90.0	7.314046053490429

41	96.85940190383843	90.0	6.859401903838432

9	97.44292392240698	90.0	7.442923922406976

32	95.10437357641098	90.0	5.104373576410978

22	94.39557034724439	90.0	4.395570347244387

26	97.1678182426017	90.0	7.167818242601697

23	94.57443335132416	90.0	4.57443335132416

44	98.01843843997922	85.0	13.01843843997922


Rep9

Winner id	Valuation	Bid	Surplus

22	94.39557034724439	90.0	4.395570347244387

4	97.66260037678617	90.0	7.662600376786173

32	95.10437357641098	90.0	5.104373576410978

14	97.31404605349043	90.0	7.314046053490429

37	90.43498773179749	90.0	0.4349877317974915

44	98.01843843997922	85.0	13.01843843997922

26	97.1678182426017	85.0	12.167818242601697

23	94.57443335132416	85.0	9.57443335132416

41	96.85940190383843	85.0	11.859401903838432

9	97.44292392240698	85.0	12.442923922406976


Rep10

Winner id	Valuation	Bid	Surplus

22	94.39557034724439	90.0	4.395570347244387

37	90.43498773179749	90.0	0.4349877317974915

9	97.44292392240698	90.0	7.442923922406976

32	95.10437357641098	90.0	5.104373576410978

4	97.66260037678617	90.0	7.662600376786173

26	97.1678182426017	90.0	7.167818242601697

41	96.85940190383843	85.0	11.859401903838432

23	94.57443335132416	85.0	9.57443335132416

14	97.31404605349043	85.0	12.31404605349043

39	89.00778471123945	85.0	4.007784711239452


Rep11

Winner id	Valuation	Bid	Surplus

23	94.57443335132416	90.0	4.57443335132416

37	90.43498773179749	90.0	0.4349877317974915

9	97.44292392240698	90.0	7.442923922406976

4	97.66260037678617	90.0	7.662600376786173

14	97.31404605349043	90.0	7.314046053490429

22	94.39557034724439	85.0	9.395570347244387

44	98.01843843997922	85.0	13.01843843997922

26	97.1678182426017	85.0	12.167818242601697

41	96.85940190383843	85.0	11.859401903838432

32	95.10437357641098	85.0	10.104373576410978


Rep12

Winner id	Valuation	Bid	Surplus

9	97.44292392240698	90.0	7.442923922406976

4	97.66260037678617	90.0	7.662600376786173

14	97.31404605349043	90.0	7.314046053490429

26	97.1678182426017	90.0	7.167818242601697

41	96.85940190383843	90.0	6.859401903838432

22	94.39557034724439	90.0	4.395570347244387

44	98.01843843997922	85.0	13.01843843997922

32	95.10437357641098	85.0	10.104373576410978

37	90.43498773179749	85.0	5.4349877317974915

23	94.57443335132416	85.0	9.57443335132416


Rep13

Winner id	Valuation	Bid	Surplus

32	95.10437357641098	90.0	5.104373576410978

41	96.85940190383843	90.0	6.859401903838432

37	90.43498773179749	90.0	0.4349877317974915

4	97.66260037678617	90.0	7.662600376786173

26	97.1678182426017	90.0	7.167818242601697

14	97.31404605349043	90.0	7.314046053490429

23	94.57443335132416	90.0	4.57443335132416

22	94.39557034724439	90.0	4.395570347244387

9	97.44292392240698	90.0	7.442923922406976

47	88.61419276631817	85.0	3.614192766318169


Rep14

Winner id	Valuation	Bid	Surplus

37	90.43498773179749	90.0	0.4349877317974915

14	97.31404605349043	90.0	7.314046053490429

9	97.44292392240698	90.0	7.442923922406976

26	97.1678182426017	90.0	7.167818242601697

44	98.01843843997922	85.0	13.01843843997922

32	95.10437357641098	85.0	10.104373576410978

23	94.57443335132416	85.0	9.57443335132416

41	96.85940190383843	85.0	11.859401903838432

4	97.66260037678617	85.0	12.662600376786173

22	94.39557034724439	85.0	9.395570347244387


Rep15

Winner id	Valuation	Bid	Surplus

4	97.66260037678617	90.0	7.662600376786173

37	90.43498773179749	90.0	0.4349877317974915

22	94.39557034724439	90.0	4.395570347244387

32	95.10437357641098	90.0	5.104373576410978

14	97.31404605349043	90.0	7.314046053490429

23	94.57443335132416	90.0	4.57443335132416

41	96.85940190383843	90.0	6.859401903838432

26	97.1678182426017	90.0	7.167818242601697

44	98.01843843997922	85.0	13.01843843997922

9	97.44292392240698	85.0	12.442923922406976


Rep16

Winner id	Valuation	Bid	Surplus

32	95.10437357641098	90.0	5.104373576410978

37	90.43498773179749	90.0	0.4349877317974915

41	96.85940190383843	90.0	6.859401903838432

4	97.66260037678617	90.0	7.662600376786173

9	97.44292392240698	90.0	7.442923922406976

14	97.31404605349043	90.0	7.314046053490429

22	94.39557034724439	90.0	4.395570347244387

26	97.1678182426017	90.0	7.167818242601697

44	98.01843843997922	85.0	13.01843843997922

23	94.57443335132416	85.0	9.57443335132416


Rep17

Winner id	Valuation	Bid	Surplus

4	97.66260037678617	90.0	7.662600376786173

22	94.39557034724439	90.0	4.395570347244387

26	97.1678182426017	90.0	7.167818242601697

9	97.44292392240698	90.0	7.442923922406976

44	98.01843843997922	85.0	13.01843843997922

32	95.10437357641098	85.0	10.104373576410978

14	97.31404605349043	85.0	12.31404605349043

41	96.85940190383843	85.0	11.859401903838432

23	94.57443335132416	85.0	9.57443335132416

37	90.43498773179749	85.0	5.4349877317974915


Rep18

Winner id	Valuation	Bid	Surplus

4	97.66260037678617	90.0	7.662600376786173

41	96.85940190383843	90.0	6.859401903838432

22	94.39557034724439	90.0	4.395570347244387

23	94.57443335132416	90.0	4.57443335132416

26	97.1678182426017	85.0	12.167818242601697

32	95.10437357641098	85.0	10.104373576410978

14	97.31404605349043	85.0	12.31404605349043

37	90.43498773179749	85.0	5.4349877317974915

47	88.61419276631817	85.0	3.614192766318169

9	97.44292392240698	85.0	12.442923922406976


Rep19

Winner id	Valuation	Bid	Surplus

9	97.44292392240698	90.0	7.442923922406976

22	94.39557034724439	90.0	4.395570347244387

26	97.1678182426017	90.0	7.167818242601697

41	96.85940190383843	90.0	6.859401903838432

14	97.31404605349043	90.0	7.314046053490429

37	90.43498773179749	90.0	0.4349877317974915

4	97.66260037678617	90.0	7.662600376786173

32	95.10437357641098	90.0	5.104373576410978

23	94.57443335132416	90.0	4.57443335132416

47	88.61419276631817	85.0	3.614192766318169


Rep20

Winner id	Valuation	Bid	Surplus

41	96.85940190383843	90.0	6.859401903838432

14	97.31404605349043	90.0	7.314046053490429

37	90.43498773179749	90.0	0.4349877317974915

26	97.1678182426017	90.0	7.167818242601697

9	97.44292392240698	90.0	7.442923922406976

32	95.10437357641098	90.0	5.104373576410978

23	94.57443335132416	90.0	4.57443335132416

22	94.39557034724439	90.0	4.395570347244387

4	97.66260037678617	90.0	7.662600376786173

44	98.01843843997922	85.0	13.01843843997922


Rep21

Winner id	Valuation	Bid	Surplus

41	96.85940190383843	90.0	6.859401903838432

26	97.1678182426017	90.0	7.167818242601697

9	97.44292392240698	90.0	7.442923922406976

37	90.43498773179749	90.0	0.4349877317974915

4	97.66260037678617	90.0	7.662600376786173

32	95.10437357641098	90.0	5.104373576410978

22	94.39557034724439	90.0	4.395570347244387

14	97.31404605349043	90.0	7.314046053490429

23	94.57443335132416	90.0	4.57443335132416

44	98.01843843997922	85.0	13.01843843997922


Rep22

Winner id	Valuation	Bid	Surplus

32	95.10437357641098	90.0	5.104373576410978

9	97.44292392240698	90.0	7.442923922406976

4	97.66260037678617	90.0	7.662600376786173

14	97.31404605349043	90.0	7.314046053490429

26	97.1678182426017	90.0	7.167818242601697

23	94.57443335132416	90.0	4.57443335132416

37	90.43498773179749	90.0	0.4349877317974915

22	94.39557034724439	90.0	4.395570347244387

41	96.85940190383843	90.0	6.859401903838432

44	98.01843843997922	85.0	13.01843843997922


Rep23

Winner id	Valuation	Bid	Surplus

23	94.57443335132416	90.0	4.57443335132416

14	97.31404605349043	90.0	7.314046053490429

41	96.85940190383843	90.0	6.859401903838432

37	90.43498773179749	90.0	0.4349877317974915

32	95.10437357641098	90.0	5.104373576410978

9	97.44292392240698	90.0	7.442923922406976

4	97.66260037678617	90.0	7.662600376786173

22	94.39557034724439	90.0	4.395570347244387

26	97.1678182426017	90.0	7.167818242601697

47	88.61419276631817	85.0	3.614192766318169


Rep24

Winner id	Valuation	Bid	Surplus

37	90.43498773179749	90.0	0.4349877317974915

4	97.66260037678617	90.0	7.662600376786173

23	94.57443335132416	90.0	4.57443335132416

14	97.31404605349043	90.0	7.314046053490429

26	97.1678182426017	90.0	7.167818242601697

22	94.39557034724439	90.0	4.395570347244387

32	95.10437357641098	90.0	5.104373576410978

9	97.44292392240698	90.0	7.442923922406976

41	96.85940190383843	90.0	6.859401903838432

47	88.61419276631817	85.0	3.614192766318169


Rep25

Winner id	Valuation	Bid	Surplus

44	98.01843843997922	85.0	13.01843843997922

37	90.43498773179749	85.0	5.4349877317974915

41	96.85940190383843	85.0	11.859401903838432

32	95.10437357641098	85.0	10.104373576410978

14	97.31404605349043	85.0	12.31404605349043

23	94.57443335132416	85.0	9.57443335132416

4	97.66260037678617	85.0	12.662600376786173

22	94.39557034724439	85.0	9.395570347244387

9	97.44292392240698	85.0	12.442923922406976

26	97.1678182426017	85.0	12.167818242601697


Rep26

Winner id	Valuation	Bid	Surplus

22	94.39557034724439	90.0	4.395570347244387

41	96.85940190383843	90.0	6.859401903838432

37	90.43498773179749	90.0	0.4349877317974915

32	95.10437357641098	90.0	5.104373576410978

44	98.01843843997922	85.0	13.01843843997922

14	97.31404605349043	85.0	12.31404605349043

26	97.1678182426017	85.0	12.167818242601697

23	94.57443335132416	85.0	9.57443335132416

9	97.44292392240698	85.0	12.442923922406976

4	97.66260037678617	85.0	12.662600376786173


Rep27

Winner id	Valuation	Bid	Surplus

4	97.66260037678617	90.0	7.662600376786173

37	90.43498773179749	90.0	0.4349877317974915

22	94.39557034724439	90.0	4.395570347244387

14	97.31404605349043	90.0	7.314046053490429

23	94.57443335132416	90.0	4.57443335132416

41	96.85940190383843	90.0	6.859401903838432

9	97.44292392240698	90.0	7.442923922406976

44	98.01843843997922	85.0	13.01843843997922

26	97.1678182426017	85.0	12.167818242601697

32	95.10437357641098	85.0	10.104373576410978


Rep28

Winner id	Valuation	Bid	Surplus

4	97.66260037678617	90.0	7.662600376786173

26	97.1678182426017	90.0	7.167818242601697

32	95.10437357641098	90.0	5.104373576410978

41	96.85940190383843	90.0	6.859401903838432

37	90.43498773179749	90.0	0.4349877317974915

23	94.57443335132416	90.0	4.57443335132416

14	97.31404605349043	90.0	7.314046053490429

9	97.44292392240698	90.0	7.442923922406976

22	94.39557034724439	90.0	4.395570347244387

44	98.01843843997922	85.0	13.01843843997922


Rep29

Winner id	Valuation	Bid	Surplus

14	97.31404605349043	90.0	7.314046053490429

41	96.85940190383843	90.0	6.859401903838432

23	94.57443335132416	90.0	4.57443335132416

37	90.43498773179749	90.0	0.4349877317974915

4	97.66260037678617	90.0	7.662600376786173

32	95.10437357641098	90.0	5.104373576410978

9	97.44292392240698	85.0	12.442923922406976

44	98.01843843997922	85.0	13.01843843997922

22	94.39557034724439	85.0	9.395570347244387

26	97.1678182426017	85.0	12.167818242601697



Done

